attempts,unknown_device,unusual_time,verification_failures,location_change,request_rate,label
1,0,0,1,0,0.8168433339599378,0
1,0,0,0,0,1.9738882921469487,0
2,0,0,1,0,0.169698085492136,0
3,0,0,1,0,0.15789709019382892,0
2,0,0,2,0,1.5010698915782563,0
4,0,0,2,0,1.1171375716294947,0
1,0,0,1,0,1.0470401779652088,0
4,0,0,0,0,0.8196679893074497,0
5,0,0,1,0,1.0466706259129863,0
5,0,0,0,0,0.5673196839305654,0
4,0,0,1,0,1.8038543067902078,0
3,0,0,2,0,1.194396993830754,0
3,0,0,0,0,1.4735025835813738,0
1,0,0,1,0,1.5620365730646801,0
2,0,0,0,0,1.1066960440441218,0
1,0,0,0,0,1.8708272502881749,0
5,0,0,1,0,1.1423459240824911,0
2,1,0,1,0,0.3637670695398387,0
1,0,0,1,0,0.762849706431691,0
1,0,0,1,0,1.4886482028869241,0
1,0,0,0,0,1.1914989150418327,0
5,0,0,1,0,1.6677520857163148,0
5,0,0,1,0,0.7007735063633397,0
2,0,0,2,0,1.809368146055129,0
5,0,0,2,0,0.7751886584549521,0
2,0,0,2,0,0.9199034719592409,0
3,0,0,2,0,1.0413048901675348,0
3,0,0,0,0,1.579286684196427,0
1,0,0,1,0,1.5338070545342215,0
5,0,0,2,0,0.3848431119626702,0
4,0,0,2,0,1.1744658599136504,0
2,0,0,2,0,0.7507960886392324,0
2,0,0,0,0,0.29150974573018434,0
1,0,0,0,0,1.4437534051954575,0
2,0,0,0,0,1.4992440476869735,0
1,0,0,1,0,0.41448896969785054,0
4,0,0,2,0,0.532051679666514,0
5,0,0,1,0,0.10880084370874543,0
1,0,0,1,0,0.7580573892953263,0
2,0,0,2,0,1.8342239794703448,0
1,0,0,0,0,1.2031178655282826,0
2,0,0,2,0,0.9720790772323247,0
4,0,0,0,0,0.6692322323563064,0
5,0,0,2,0,0.9896404740386207,0
1,0,0,2,0,1.5735024717205202,0
2,0,0,1,0,1.5541769340258573,0
4,0,0,2,0,0.6173735239685689,0
3,0,0,2,0,1.695598832967484,0
5,0,0,2,0,1.376596212837584,0
5,0,0,0,0,1.340217604918562,0
2,0,1,1,0,0.8546487062750641,0
5,0,0,2,0,0.12470365467039847,0
1,0,0,0,0,1.3215585708670812,0
2,0,0,2,0,0.8214155755178071,0
4,0,0,1,0,1.736029237951971,0
3,0,0,0,0,1.0261192766740759,0
1,0,0,0,0,1.30360861766968,0
1,0,0,1,0,0.4261906431117767,0
5,0,0,0,0,1.0463724316709109,0
2,0,0,1,0,0.3024995872444813,0
5,0,0,2,0,1.2409820348239415,0
1,0,0,0,0,0.8279632036740451,0
2,0,0,1,0,0.2573174690577403,0
4,0,0,2,0,0.7757781612834033,0
1,0,0,1,0,1.3609752141890314,0
5,0,0,2,0,1.2306480683304841,0
3,0,1,2,0,1.5647331871170618,0
5,0,0,0,0,1.4079645532126985,0
2,0,0,1,0,1.4199232946234108,0
2,0,0,2,0,0.35995539874602667,0
2,0,0,1,0,1.5409455864967947,0
5,0,0,1,1,1.8163912440084473,0
4,0,1,0,0,0.18391433164919035,0
1,0,0,1,0,0.32899289969428247,0
1,0,0,2,0,1.0010070116491812,0
4,0,0,1,0,1.3353179658421335,0
3,0,0,2,0,0.7457624311593256,0
4,0,0,0,0,1.5019259571223975,0
1,0,0,1,0,0.9776914160936163,0
2,0,0,0,0,1.8719208279079804,0
3,1,0,1,0,0.17143386909189567,0
4,0,0,2,0,0.27422873671171727,0
4,0,0,2,0,0.6643054652642761,0
2,0,0,0,0,1.8296442939093152,0
1,0,0,2,0,1.594055527389549,0
3,0,1,2,0,0.9880628713747525,0
5,1,0,2,0,1.6918688970381663,0
5,0,0,2,0,0.5189237972333332,0
1,1,0,0,0,1.9412949972675415,0
1,0,0,0,0,0.8528598359150515,0
2,0,1,2,0,0.5264370864896553,0
5,0,0,1,0,0.9691209857700438,0
3,0,0,2,0,1.7380424728043562,0
1,0,0,2,0,0.8760611048343275,0
3,0,0,1,0,0.3079908341034624,0
4,0,0,0,0,1.2255747908530834,0
2,0,0,2,0,1.4944288460120334,0
3,0,0,2,0,1.445889655758566,0
3,0,0,2,0,0.45952092559151114,0
5,0,0,2,0,0.10977582443395806,0
3,0,0,1,0,1.6810549381197097,0
5,0,0,0,0,1.9642537382521046,0
1,0,0,0,0,0.303263213771221,0
2,0,0,2,0,0.29476848318229054,0
4,0,0,2,0,1.5648701558110576,0
1,0,0,1,0,1.7195878524774306,0
5,0,0,0,0,0.2246896746906246,0
1,0,0,2,0,0.10195601170670346,0
2,0,1,0,0,1.7229985714769753,0
5,0,0,1,0,0.5371019977597244,0
3,0,1,0,0,0.8974819021596323,0
3,1,0,0,1,0.8777346119985817,0
4,0,0,2,0,1.3381669682141817,0
4,0,0,2,0,0.45249847983593017,0
1,0,0,2,0,1.545945582791698,0
3,0,0,1,0,1.613420852854735,0
1,0,0,1,0,0.917581200308979,0
1,0,0,0,0,1.6153622912106576,0
3,1,0,0,0,0.845737757172701,0
3,0,0,1,0,1.4761420854401825,0
3,0,0,0,0,0.134898510187026,0
4,0,0,1,0,1.0836521224309517,0
1,0,0,0,0,0.8541542247830325,0
2,1,0,1,0,0.48028546406513917,0
4,0,0,2,0,1.2300756110161786,0
1,0,0,1,0,1.8999658789989735,0
4,0,0,2,0,1.3555582247685762,0
4,0,0,2,0,1.1001650557786151,0
2,0,0,2,0,1.010629964294946,0
3,0,1,0,0,1.6004271635707104,0
3,0,0,2,0,1.9930344405078098,0
1,0,0,2,0,0.2371769770604341,0
1,0,0,0,0,1.511142390279964,0
4,0,0,1,1,0.1762074636837167,0
1,0,0,1,0,1.0246709887069354,0
2,0,0,2,0,1.2254656243273883,0
5,0,0,0,0,0.3499786017417936,0
4,0,0,1,0,0.44385621014803056,0
5,0,0,1,0,0.9460799845050644,0
1,0,0,0,0,1.9418834124370463,0
2,0,0,0,0,0.34865995536486466,0
5,0,0,1,0,0.42254001966632737,0
2,0,0,0,0,0.5725571179164968,0
3,0,0,1,0,0.16967571117373165,0
5,0,0,0,0,1.6307732906051011,0
4,0,0,2,0,0.6125242618822803,0
2,0,0,1,0,0.3320088366190509,0
5,0,0,0,0,1.4075949451465313,0
4,1,1,2,0,0.7139482484335292,0
5,0,0,2,0,0.7510416274297391,0
4,0,0,1,0,1.3795216233173428,0
2,0,0,0,0,1.7494702833172602,0
2,0,1,2,0,1.044632051616012,0
1,0,0,0,0,1.8688025214632578,0
4,0,0,1,0,1.3373426563788349,0
2,0,0,1,0,1.7462334683025262,0
1,0,0,0,0,0.3073083003549245,0
2,0,0,1,0,1.8126137342180442,0
5,0,0,2,0,0.6640516216645335,0
1,0,0,1,0,1.421387692710738,0
4,0,0,0,0,0.12786740838790123,0
3,0,0,1,0,1.050846087348409,0
5,0,0,1,0,1.6461559478072143,0
1,0,0,0,0,1.0057214025782024,0
3,0,0,1,0,1.0903448517221352,0
5,0,0,2,0,1.9138540570632843,0
4,0,0,0,0,0.46966081405207183,0
5,0,0,1,0,1.6257492058820606,0
3,0,0,1,0,0.6179856013937141,0
4,0,0,2,0,0.44473286062169115,0
5,0,0,0,0,0.5874692890325911,0
4,0,0,1,0,0.1824838124241564,0
2,0,0,1,0,1.7799922803619748,0
1,0,0,1,0,1.8211930990967446,0
1,0,0,1,0,1.7172310956202645,0
2,0,0,1,0,1.2145560800334008,0
1,0,0,2,0,0.43904733393276707,0
5,0,0,2,0,0.8427213922204778,0
5,0,0,2,0,1.3840983656660144,0
2,0,0,0,0,0.748071046501019,0
3,0,0,2,0,0.6033013497497934,0
5,0,0,0,0,0.7744929810806809,0
4,0,0,0,0,1.3163196252735156,0
2,0,0,1,0,1.3720252148765613,0
4,0,0,1,0,0.7337821439971808,0
4,0,1,0,0,0.4817740084522073,0
2,0,0,0,0,1.9643491112541773,0
3,0,0,2,0,1.9857186541009129,0
4,0,0,1,0,1.5970137777553035,0
1,0,0,1,0,0.32353315409976136,0
2,0,0,1,0,1.1522242573535149,0
3,0,0,1,0,1.0797909126233458,0
3,0,0,0,0,1.0521906984458185,0
1,0,0,2,0,1.1117142658629098,0
3,0,0,0,0,0.14349826745462846,0
3,0,0,1,0,1.6627130709052858,0
1,0,0,2,0,1.2518805817268572,0
5,0,1,1,0,0.7983154023539096,0
5,0,0,0,0,1.935062106191118,0
4,0,0,1,0,1.717752411347404,0
5,0,0,2,0,0.2165642915102695,0
3,0,0,1,1,0.20978306589309662,0
1,0,0,0,0,0.6762227803784315,0
3,0,0,0,0,1.9937240223206558,0
1,0,0,0,0,1.101378781432138,0
2,0,0,1,0,0.7730488568450715,0
3,0,0,0,0,1.931262323416467,0
2,0,0,1,0,1.5445506639320565,0
2,0,0,0,0,0.5582827694391288,0
5,0,0,0,0,1.1411230290500167,0
5,0,0,1,0,1.7428547450667935,0
4,0,0,0,0,0.9729488599713746,0
5,1,0,0,0,1.8913791686851973,0
2,0,0,1,0,0.5808110223214906,0
5,0,0,2,0,0.5312329192941919,0
1,0,0,2,0,1.9777230149002496,0
5,0,0,2,0,0.2369602383974794,0
3,0,1,0,0,0.9776991796748159,0
4,0,0,2,0,0.7741985844880916,0
2,0,0,1,0,0.25612616820521195,0
4,0,0,0,0,1.367965756288214,0
3,0,0,1,0,1.923670384344265,0
2,0,0,2,0,1.2435750203090121,0
5,0,0,1,0,0.7427082613895469,0
2,0,0,2,0,0.8384403173967093,0
2,0,0,0,0,1.0424908934917845,0
1,0,0,1,0,1.7083772435115283,0
1,0,0,1,0,1.699797250491117,0
4,0,0,1,1,1.881037326344526,0
5,0,0,0,0,1.6537921267281956,0
3,0,0,1,0,1.2216606118716686,0
3,0,0,0,0,1.1966282882463453,0
1,0,0,1,0,1.6423292120448487,0
4,0,1,2,0,1.620134840528403,0
3,0,0,1,0,0.4572469957692906,0
1,0,0,1,0,1.6959315625361469,0
4,0,0,1,0,1.3889197634247694,0
3,0,0,2,1,0.7997881079630118,0
5,0,0,1,0,0.8438988265378757,0
5,0,0,1,0,0.775436719838579,0
1,0,0,2,0,1.3204184992199322,0
5,0,0,1,0,1.2388010347595744,0
3,0,0,0,0,0.3830994986835625,0
5,0,1,0,0,1.0828112072390579,0
5,0,0,2,0,0.8057018035587868,0
1,0,0,2,0,0.6689426699345846,0
1,0,0,2,0,0.8788192904229476,0
4,0,0,0,0,0.7882473391393479,0
2,0,0,1,0,0.6188345389483435,0
1,0,0,2,0,0.9163479442039766,0
3,0,0,0,0,1.8809712590101424,0
4,0,0,2,0,1.8278413648159528,0
1,0,0,1,0,0.3571727563276025,0
4,0,1,1,0,0.18473032590862692,0
4,0,0,1,0,0.6167044796443989,0
2,0,0,0,0,0.163865840348237,0
4,0,0,0,0,0.8810816449413423,0
2,0,0,2,0,0.8475509084708239,0
2,0,0,0,0,1.961146596725338,0
5,0,0,0,0,1.9468101262999205,0
4,0,0,1,0,0.8941808743539201,0
1,0,0,0,1,0.5320780421366199,0
4,0,0,1,0,1.2645103056377036,0
2,0,0,1,0,0.5105718610520843,0
2,0,0,0,0,0.6521163636320746,0
4,0,1,2,0,0.4825911860583513,0
5,0,0,1,0,0.13409678928013447,0
5,0,0,1,0,0.9573547539438774,0
2,0,0,1,0,0.9814696159434322,0
4,0,0,1,0,0.9582239565401971,0
3,0,0,2,0,0.4547742619687788,0
4,0,0,0,0,1.3210818495776049,0
2,0,0,1,0,1.7286405882976306,0
3,0,0,1,0,0.4838297699647309,0
5,0,0,0,0,1.269066247632624,0
3,0,0,1,0,1.9779903798829455,0
5,1,0,0,0,1.9944484984551571,0
2,0,0,2,0,0.27675792427405166,0
4,0,0,1,0,1.949569040954729,0
4,0,0,1,0,1.5432065792178005,0
1,0,0,0,0,1.0390036497755697,0
3,0,0,0,0,0.2656409888804792,0
1,0,0,0,0,0.46339479403771466,0
3,0,0,1,0,1.6317721739072026,0
3,0,0,1,0,1.404021673703585,0
4,0,0,0,0,0.6306245680633797,0
3,0,0,1,0,0.23016027259126118,0
1,0,0,1,0,0.5422499794924486,0
1,0,0,1,0,1.761030775862868,0
3,0,0,1,0,1.742670858093073,0
3,0,0,2,0,0.17984688282567007,0
2,1,0,0,0,1.8304633071234389,0
2,0,0,0,0,1.4806748849336142,0
3,0,0,2,0,0.3139027417826803,0
5,0,0,1,0,1.1776244818468327,0
4,0,0,2,0,1.4874676794712773,0
1,0,0,1,0,1.2271209832040302,0
1,1,0,0,0,0.6420516428789012,0
4,0,1,1,0,1.351767633266134,0
4,0,0,0,0,1.8282909569295256,0
4,0,0,0,0,1.4194558666483468,0
4,0,0,2,0,1.7957942509142075,0
5,0,0,1,0,1.435004168862481,0
4,0,0,1,0,1.9444557923020875,0
4,1,0,2,1,0.6110219970702949,0
1,0,0,1,0,0.3660457853513036,0
4,0,0,0,0,0.4725856542029465,0
3,0,0,0,0,0.11046101840479956,0
1,0,0,0,0,1.6249127912016446,0
1,0,0,1,0,0.8543285783506641,0
5,0,0,0,0,1.0640826835638368,0
1,0,0,1,1,0.34982932780616505,0
5,0,0,0,0,1.255019906772337,0
1,0,1,1,0,1.7394729555335835,0
5,0,0,1,0,1.3640549937583049,0
1,0,0,2,0,1.144208947772073,0
1,0,0,2,0,0.8840831195584535,0
5,0,0,2,0,1.054091858927775,0
3,0,0,2,0,0.3290609911670115,0
2,0,0,1,0,0.12224256038871772,0
4,0,0,0,0,1.829255809886055,0
1,0,0,0,0,0.8360459127704526,0
3,0,0,2,0,1.7373107403447612,0
4,0,0,2,0,1.841606948098294,0
3,0,0,0,0,0.8466510281560533,0
2,0,0,0,0,0.757167175401929,0
4,0,0,1,0,0.7471479165044541,0
3,0,0,1,0,1.1090621552819615,0
4,0,0,2,0,0.3670506383988855,0
5,0,1,2,0,0.8299927546730204,0
3,0,0,2,0,0.14436898302355322,0
3,0,0,1,0,0.3206640243809986,0
2,0,0,1,0,1.6707439835088262,0
1,0,0,1,0,0.8324726190001523,0
4,1,0,0,0,1.547613443949253,0
3,0,0,1,0,0.4697852897392567,0
1,0,0,0,0,1.1596467698750834,0
3,0,0,0,0,1.2898452107000213,0
3,0,0,2,0,1.2844713205029363,0
1,0,0,2,0,0.1749731124927087,0
1,0,0,2,0,1.8279637607807597,0
3,0,0,1,0,1.6019686091222816,0
4,0,0,0,0,1.8936799782682558,0
1,0,0,1,0,0.8131268250472434,0
3,0,0,2,0,1.8455959501521169,0
3,0,0,1,0,0.9425660891256178,0
4,0,0,2,0,1.722527737215302,0
1,0,0,2,0,0.5864903736994131,0
5,0,0,2,0,1.5489331499189332,0
5,0,0,1,0,0.6688516179061943,0
4,0,0,1,0,0.11684024171559092,0
3,0,1,2,0,0.1839076787378794,0
4,0,0,0,0,1.88047295407171,0
4,0,0,2,0,0.2683489565423902,0
1,0,0,1,0,0.6816609476712271,0
3,0,0,1,0,0.29178827995729084,0
2,0,0,1,0,1.0086937799709246,0
2,0,0,2,0,1.7404614570283035,0
3,0,0,1,0,0.1418511503252523,0
5,0,0,1,0,1.2466368824824194,0
5,0,0,2,0,1.0558595064816891,0
2,0,0,1,0,1.4565100017625205,0
4,0,0,1,0,0.37146432654488226,0
2,0,0,1,0,1.2961596240942994,0
3,0,0,0,0,1.0711453645507365,0
2,0,0,0,0,1.6947431354764044,0
1,0,0,0,0,1.670757853868935,0
3,0,0,1,0,0.924253097195406,0
1,0,0,2,0,1.4053366063561612,0
2,0,0,0,0,0.10829021233558728,0
5,0,0,0,0,0.3462412372713397,0
4,0,0,0,0,1.3052455054512881,0
5,0,0,2,0,0.9221853584374388,0
2,0,0,0,0,1.5583784941840446,0
2,0,0,1,0,1.3489716161232443,0
3,0,0,0,0,0.16828348235095136,0
1,0,0,1,0,1.9517244415371264,0
4,0,0,1,0,0.2621485393202172,0
3,0,0,1,0,1.133230882945851,0
5,0,0,1,0,0.13672249874344197,0
4,0,0,2,0,1.1087815889829784,0
4,0,0,1,0,1.387330308172011,0
4,0,0,0,0,1.954426264230506,0
3,0,0,2,0,0.3283937353290949,0
5,0,0,2,0,0.8063046603220275,0
3,0,0,2,0,1.1392301776056375,0
1,0,0,0,0,0.6755398847830659,0
3,0,0,1,0,1.5201443725337185,0
4,0,1,0,0,1.1084009750449881,0
98,1,1,35,1,10.124530238170411,1
85,0,1,17,1,11.905933124378826,1
91,1,1,38,1,11.497624481070822,1
63,1,1,38,1,6.555080654117569,1
19,1,1,40,1,18.241493098640497,1
29,1,1,12,1,28.216507175372072,1
76,1,1,20,1,19.02186158406544,1
20,1,1,40,0,29.874534233127324,1
64,1,1,13,0,20.913466168833857,1
62,1,1,19,1,15.924897141640521,1
33,1,1,25,1,9.75269124459319,1
43,1,1,23,1,23.93275517836097,1
27,1,1,43,0,21.015379588722183,1
53,1,1,29,1,20.076607654262915,1
51,0,1,35,0,20.859092221792178,1
56,1,1,15,1,11.345526953917371,1
41,0,1,20,0,27.534577416048375,1
68,1,1,8,0,24.0251980873848,1
81,1,1,42,0,16.109133731037858,1
92,1,1,36,1,13.96446153812183,1
82,1,1,33,1,7.545092073738422,1
24,1,1,12,0,9.380544302645683,1
55,1,1,18,1,15.687545783202793,1
90,1,1,14,1,28.661412828760138,1
54,1,1,30,1,17.438496303652556,1
22,1,1,46,0,20.901061719499207,1
82,1,1,8,1,25.271964525197962,1
54,0,1,36,1,21.366267171648865,1
81,1,1,30,1,14.7955990820875,1
67,1,0,13,0,29.326954074308322,1
21,1,0,27,0,5.036845552157786,1
61,1,1,43,1,26.210634477263117,1
72,1,1,32,1,11.785964440855004,1
71,1,1,43,1,23.856206492052017,1
99,1,0,23,0,18.612423977596627,1
88,0,1,16,1,20.710851185474972,1
31,1,1,32,0,19.002292436084886,1
79,1,0,24,1,25.68765799683053,1
29,1,1,8,0,8.128131428543673,1
71,1,1,36,0,10.334833699392238,1
98,1,1,19,1,15.883105536380905,1
78,1,1,22,1,14.680931779452399,1
82,1,0,42,0,22.592494490726274,1
28,1,0,31,1,25.42820355038963,1
63,1,1,12,1,26.566011778729475,1
27,1,1,26,1,8.29287571447734,1
88,1,1,30,1,25.410269624125768,1
71,1,1,10,1,29.54764245191348,1
65,0,1,40,1,12.190818226091956,1
89,1,1,13,1,23.31747626475701,1
92,1,1,40,1,15.819171989981566,1
33,1,0,37,1,28.611214567357585,1
27,1,1,30,0,15.458346602557004,1
68,1,1,31,1,15.80047318986265,1
71,0,1,17,0,29.266913635243604,1
83,1,1,25,1,15.568215922348307,1
63,1,1,17,1,23.504034219036576,1
16,1,1,29,0,19.8839915314651,1
43,1,0,48,0,19.976114678759537,1
98,0,1,41,1,14.331495361568972,1
41,1,1,13,1,11.777406344101644,1
16,1,1,33,1,20.306453769046115,1
73,1,1,29,1,14.338870026192048,1
42,1,1,14,1,16.25635615357226,1
15,1,1,49,1,10.36669659931342,1
52,0,0,42,1,7.107532865283759,1
39,1,1,36,1,15.959624500769033,1
33,1,1,48,0,22.85131808445317,1
54,1,1,39,1,5.737601378630148,1
83,0,1,18,1,23.31833686965413,1
72,1,1,37,1,25.96229584607562,1
52,1,1,20,1,14.93620392247729,1
79,1,1,15,0,14.277823460753195,1
87,1,1,46,1,14.211222997914472,1
68,1,0,28,1,26.843073004555627,1
74,1,1,44,1,15.48474029167429,1
77,1,1,20,1,17.565781065753264,1
75,1,0,35,0,24.11101820188761,1
92,0,1,45,0,9.011565356780661,1
19,1,1,14,1,25.662202254894062,1
97,0,1,11,1,16.082662737929383,1
37,1,1,31,1,12.694895792018642,1
46,1,1,49,1,11.787468854546697,1
94,1,0,16,0,25.721781906323965,1
53,1,1,49,1,13.619535501816175,1
94,1,1,29,1,16.479730843314044,1
27,1,1,30,1,23.515653722359264,1
99,1,1,25,1,18.534240253931717,1
44,0,0,49,1,8.037384777194134,1
50,0,1,18,0,6.44330398062793,1
33,1,1,31,1,18.9219610793024,1
61,1,1,10,1,22.553652404545737,1
79,1,1,20,1,20.78547303045941,1
62,1,1,36,1,29.510889256759295,1
31,1,1,10,0,17.69512659896948,1
67,1,1,32,1,15.202976420648078,1
43,1,1,23,0,23.0860915588728,1
70,1,1,23,0,8.184660400008482,1
85,1,0,9,1,17.108610657287716,1
25,0,1,47,0,12.022049129656093,1
80,0,1,19,0,23.577038490784503,1
93,0,1,25,1,25.095363629836168,1
93,1,1,49,1,10.502783147618828,1
68,1,1,11,1,23.068443805970116,1
44,1,1,16,0,25.11236606079556,1
75,0,0,43,1,19.5928396932841,1
59,1,1,24,0,10.181057494221957,1
58,1,0,16,1,14.768878808240927,1
72,1,1,10,1,24.357567073614877,1
76,1,1,20,1,14.655299820425768,1
73,1,1,9,1,27.695962847088353,1
58,1,1,33,1,14.569969110909696,1
37,1,1,45,1,20.91904292610818,1
81,1,1,39,0,22.366023972343196,1
27,1,1,17,1,25.37349321351348,1
18,1,1,31,0,22.47372071218464,1
90,1,1,44,1,5.841910096861601,1
35,1,1,13,1,10.026628801248627,1
43,1,1,25,1,11.225218402727247,1
68,1,1,34,1,13.165981235647774,1
45,1,1,10,1,11.037412131421696,1
29,1,1,42,0,14.010670678537153,1
68,1,1,42,0,5.428744547879953,1
38,1,1,39,0,17.79089294737693,1
72,1,1,28,1,14.764840189544554,1
82,1,1,9,1,14.730761792294713,1
34,1,1,18,1,13.547631952637257,1
83,1,1,28,1,21.237723242686183,1
56,1,1,18,1,25.820797546726894,1
41,1,1,30,1,20.791087877072293,1
55,1,1,17,1,23.694858743984312,1
85,1,0,19,0,19.49315392743062,1
95,1,0,27,1,5.6241555530014296,1
73,1,1,27,1,18.398376971302955,1
70,1,1,9,1,11.92531310814947,1
50,0,1,47,1,22.566005146455723,1
43,1,0,27,1,27.072870412968054,1
76,1,1,34,1,12.162988723178074,1
87,1,0,49,1,20.075988876332083,1
71,1,1,37,0,13.687677060629525,1
67,1,1,49,1,7.127587152994634,1
25,1,1,41,1,6.380563018575712,1
24,0,1,27,1,23.98231267296184,1
54,0,0,30,1,13.15634795102867,1
22,1,0,17,1,13.882993711847192,1
27,0,1,29,1,24.420083303497197,1
52,1,0,30,0,25.732855853143985,1
25,1,1,12,1,24.513900672180345,1
38,1,1,30,0,16.489601430340578,1
71,1,1,41,1,23.125151907477967,1
62,1,1,24,1,12.846887418061762,1
77,0,1,39,1,14.28668156560942,1
99,1,1,19,1,25.955760527045015,1
85,0,1,23,1,16.349747779992477,1
76,1,1,44,1,23.40599525334583,1
74,1,1,11,1,28.30806895572194,1
91,1,0,45,1,9.132557153449032,1
81,1,0,41,1,20.096274563506945,1
52,1,1,13,1,24.94330658370535,1
17,1,1,38,1,13.441232549980866,1
66,1,1,28,1,11.241723818505754,1
36,1,1,49,1,20.68322337726695,1
91,1,1,8,1,7.3444131564254125,1
72,1,1,30,1,10.188523405142586,1
73,1,0,35,1,8.862305100123145,1
16,1,1,37,1,24.236222352051175,1
96,1,0,28,0,21.165011098716548,1
97,1,1,17,1,8.08502038013991,1
66,1,1,16,1,9.01698961779613,1
89,1,1,22,1,24.334526194556243,1
71,1,1,19,1,25.036144405573843,1
76,0,1,38,1,10.923333122666216,1
99,1,1,13,1,12.951239313772968,1
78,1,0,42,1,12.3129106369063,1
35,1,1,26,1,19.932310508836732,1
